ID,Class,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Feature31,Feature32,Feature33,Feature34,Feature35,Feature36,Feature37,Feature38,Feature39,Feature40,Feature41,Feature42,Feature43,Feature44,Feature45,Feature46,Feature47,Feature48,Feature49,Feature50,Feature51,Feature52,Feature53,Feature54,Feature55,Feature56,Feature57,Feature58,Feature59,Feature60,Feature61,Feature62,Feature63,Feature64,Feature65,Feature66,Feature67,Feature68,Feature69,Feature70,Feature71,Feature72,Feature73,Feature74,Feature75,Feature76,Feature77,Feature78,Feature79,Feature80
2774,ewer,0,0,0,1,1,2,1,0,2,3,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0,6,1,2,1,2,4,1,3,2,4,3,0,0,0,0,0,0,0,0,0,6,1,5,4,4,4,4,5,6,5,1,0,0,0,0,0,5,0,0,0,0,4,1,0,3,1,5,4,2,2,0,6,0,0,0
2775,electric_guitar,1,2,3,6,6,2,2,5,4,6,2,1,4,4,6,1,2,2,4,7,4,3,2,4,6,4,5,6,4,4,3,5,3,5,5,2,3,6,5,6,4,4,3,3,6,3,5,5,6,5,3,4,4,4,5,2,3,4,5,6,1,2,4,4,7,4,2,1,2,7,2,2,4,4,5,2,1,3,2,5
2776,Motorbikes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,2,5,4,3,2,2,4,6,5,4,0,1,0,1,1,3,1,0,2,2,3,5,6,5,4,5,3,5,5,5,3,1,3,4,2,1,3,1,1,1,0,5,2,2,2,0,4,1,5,2,1,2,1,1,2
2777,barrel,4,2,5,4,5,2,5,4,4,5,3,5,4,4,4,4,3,4,5,5,6,1,5,3,5,4,1,3,6,6,4,1,5,6,5,6,1,4,5,5,5,1,4,5,6,3,4,3,5,6,4,3,4,2,6,5,2,5,3,6,3,1,2,4,4,3,2,5,6,6,3,3,6,5,5,2,3,6,2,6
2778,stegosaurus,0,0,0,0,0,2,0,2,1,4,1,1,3,1,4,0,0,0,0,0,2,1,3,2,2,1,4,6,5,5,3,4,3,5,3,0,0,1,0,2,1,1,3,2,3,2,4,5,6,6,5,3,5,6,3,0,1,1,1,3,0,0,1,2,2,1,0,3,2,2,1,1,1,2,3,1,0,1,3,2
2779,panda,3,3,4,6,7,2,3,6,5,6,2,2,3,5,5,0,3,3,5,5,3,3,4,4,7,3,2,7,5,6,1,3,7,5,3,3,1,3,4,4,3,2,5,4,7,2,3,6,4,6,2,3,5,2,4,2,2,5,3,6,2,3,5,5,7,2,3,5,6,6,2,3,5,5,7,2,2,5,7,7
2780,water_lilly,1,2,7,2,2,2,1,5,3,5,3,2,5,5,4,2,2,3,7,2,1,3,3,6,4,4,3,5,5,4,3,2,6,3,3,4,3,4,4,4,4,1,5,7,2,2,3,4,3,3,1,3,2,5,2,2,1,7,0,1,1,1,1,7,0,3,1,2,7,2,2,2,7,5,2,1,0,7,0,0
2781,airplanes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,1,2,2,1,4,3,3,2,2,2,5,4,3,2,3,3,2,2,3,6,4,3,3,1,6,5,4,3,2,6,2,4,3,2,4,1,3,2,1,6,3,3,3,0,6,4,2,3,1,5,2,3,2
2782,cellphone,1,0,6,0,4,3,2,3,6,3,0,5,2,6,3,0,1,1,3,2,5,2,3,2,3,1,5,2,3,4,3,3,0,0,3,1,1,1,1,2,6,1,2,4,3,0,5,3,2,3,3,4,2,4,2,1,3,4,1,2,1,0,0,4,2,4,3,2,6,3,2,3,5,5,3,2,1,5,5,2
2783,hawksbill,4,3,6,7,3,2,1,2,4,1,1,1,1,4,3,0,0,0,0,0,1,2,5,2,3,1,2,3,2,3,5,1,5,2,5,0,2,1,3,3,0,0,1,0,0,3,1,6,6,6,5,2,4,2,5,2,1,3,1,6,0,0,0,0,2,1,3,4,3,5,1,3,1,3,3,1,2,6,2,4
2784,trilobite,0,0,2,0,3,2,1,6,4,6,2,5,6,6,3,2,1,2,7,4,4,1,5,5,5,2,4,3,4,7,3,2,4,7,6,6,1,5,6,5,4,1,4,5,7,1,1,2,6,7,1,2,4,6,7,4,0,7,4,6,4,0,1,7,5,2,2,2,6,7,4,1,5,4,7,1,0,3,0,3
2785,inline_skate,0,0,0,0,0,1,0,1,1,0,1,2,2,2,3,0,0,1,0,1,0,0,0,0,0,2,3,3,3,3,2,2,5,4,7,1,0,0,0,1,1,4,4,1,4,0,6,3,4,5,1,4,2,3,6,2,2,1,3,2,1,2,2,2,2,1,2,2,3,3,1,1,1,2,4,1,2,2,1,3
2786,Faces,0,5,1,0,0,3,5,5,3,4,3,5,4,7,2,1,6,1,3,1,1,0,0,0,0,4,3,6,6,4,5,2,3,2,3,1,3,2,0,2,4,2,1,1,2,2,4,5,6,2,5,3,4,2,3,2,1,4,4,1,1,2,7,3,1,0,3,3,1,2,0,3,1,4,1,3,2,1,6,1
2787,euphonium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,5,5,1,7,3,5,4,2,7,3,3,3,6,4,1,5,5,2,5,4,4,4,3,6,3,3,3,1,6,4,4,2,4,3,5,3,5
2788,crayfish,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,2,0,1,1,0,0,3,4,1,2,5,2,7,1,3,5,3,7,1,3,3,1,3,2,1,3,4,3,3,1,3,4,7,1,3,2,6,6,0,3,2,1,4,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,1
2789,hawksbill,4,2,6,6,4,3,3,6,5,6,4,1,4,6,7,3,1,5,6,6,3,3,5,6,6,4,2,6,6,6,4,2,4,6,7,2,2,6,7,5,2,4,5,5,6,2,4,6,6,7,2,4,6,6,6,3,1,6,6,7,0,1,1,1,3,2,3,6,6,5,3,2,6,6,6,1,3,6,4,7
2790,buddha,0,3,3,5,3,4,1,2,3,5,6,0,5,6,4,4,1,3,2,2,1,4,5,4,7,4,1,5,4,6,5,1,5,6,5,3,2,2,1,3,4,5,3,6,4,6,1,6,2,6,4,2,5,4,7,6,2,4,5,4,5,2,3,5,5,1,6,4,4,6,1,6,6,4,5,3,1,6,7,5
2791,dalmatian,3,2,0,4,2,0,2,0,0,1,1,2,2,0,2,2,2,5,4,4,6,1,5,5,3,1,1,3,3,1,5,1,5,6,3,4,2,6,4,2,6,0,3,5,3,2,2,6,6,4,5,1,6,6,3,4,1,7,6,4,6,1,2,3,2,5,2,6,6,4,5,2,6,6,2,6,1,4,6,3
2792,airplanes,1,2,0,3,0,0,4,2,2,1,0,3,3,2,1,1,2,1,1,0,3,1,0,1,1,0,5,1,2,3,1,5,3,2,4,1,4,4,2,3,2,5,1,2,1,1,7,3,4,2,2,5,5,4,3,1,5,1,2,1,1,4,2,0,1,0,6,2,0,3,0,7,1,1,1,1,6,0,1,0
2793,Motorbikes,1,1,0,0,0,0,2,0,0,0,0,3,1,1,1,1,1,0,0,0,2,0,2,1,2,0,5,2,5,2,3,4,6,3,4,1,1,0,0,1,5,0,2,2,3,3,4,4,4,6,3,3,6,3,6,4,2,3,4,3,1,1,0,1,1,0,4,0,0,1,0,3,0,2,0,1,3,2,1,1
2794,dragonfly,0,0,0,0,1,1,0,4,0,1,3,1,2,5,3,0,0,0,0,1,0,0,0,2,1,3,1,6,5,4,0,0,5,0,4,0,0,0,0,0,1,0,0,1,4,4,2,4,3,4,0,2,1,4,3,0,1,0,3,3,1,4,7,3,4,2,3,5,1,2,0,2,0,0,1,0,2,0,3,3
2795,airplanes,2,2,0,2,1,0,1,0,3,0,0,3,0,3,1,1,2,1,0,0,3,3,2,0,0,0,0,1,3,2,0,5,0,0,0,1,3,0,1,0,1,4,2,4,2,0,7,2,3,2,0,7,3,1,2,1,6,0,3,2,2,3,3,1,1,0,6,1,2,1,1,7,1,1,2,1,3,2,3,3
2796,flamingo,4,2,6,3,3,0,1,2,1,1,0,0,0,0,1,0,0,0,0,0,2,2,3,3,2,4,3,4,6,4,0,4,3,6,5,0,1,0,4,2,0,0,0,0,0,5,0,0,0,2,6,1,0,3,2,1,2,1,4,1,0,0,0,0,0,5,0,1,0,1,6,0,1,0,2,3,0,0,0,0
2797,butterfly,3,4,6,7,1,5,5,6,7,1,2,6,4,7,2,5,5,7,3,1,3,3,3,6,3,4,5,4,5,5,2,4,4,7,4,2,3,6,5,2,3,1,5,7,3,5,1,5,4,5,4,1,4,7,6,3,3,6,6,4,3,4,6,6,3,5,4,5,5,3,3,4,6,6,4,4,4,6,6,2
2798,menorah,5,3,5,4,3,4,3,3,6,5,4,2,4,4,5,5,2,5,1,5,4,1,2,5,5,0,6,1,7,4,2,4,4,3,5,3,3,6,2,5,1,6,4,5,4,1,5,2,6,4,2,2,4,3,5,2,5,4,1,4,0,5,0,1,0,0,5,5,1,3,0,2,2,3,4,0,2,1,0,2
2799,chandelier,5,2,2,2,1,0,4,1,0,1,2,3,1,1,2,2,2,2,3,1,6,0,3,2,2,2,2,2,4,2,2,2,4,4,3,4,1,4,6,3,6,0,3,4,3,4,2,6,6,5,5,1,5,6,5,5,1,6,6,3,5,4,3,2,2,2,5,4,4,4,2,6,4,4,5,5,5,4,4,3
2800,nautilus,0,0,1,2,1,2,2,2,0,4,0,2,4,1,4,0,0,0,0,3,5,0,2,3,3,5,2,5,5,5,3,4,7,3,5,1,1,2,4,5,1,3,1,3,5,4,2,5,3,7,4,3,4,4,6,3,2,4,2,4,0,0,1,2,3,0,2,3,3,5,0,0,4,2,0,0,0,0,0,0
2801,revolver,4,2,4,1,1,2,5,4,3,5,2,5,5,5,4,1,6,3,3,4,5,0,5,5,4,3,5,4,4,6,1,3,3,1,3,0,1,0,0,0,4,1,7,2,6,1,4,3,6,4,0,0,1,0,1,0,0,0,0,0,3,1,5,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2802,rhino,0,0,1,2,0,0,3,2,0,0,0,3,2,1,1,2,1,1,0,2,1,0,5,2,2,1,1,0,3,2,3,1,5,3,2,3,4,3,4,4,3,0,4,3,3,2,4,1,4,3,4,2,6,3,3,3,4,4,3,5,1,7,1,2,2,0,7,2,3,4,1,7,4,5,2,0,7,3,4,3
2803,cup,5,0,2,0,0,7,2,3,6,2,4,3,2,3,2,0,1,0,3,1,6,0,0,0,0,7,2,3,6,2,7,1,3,5,2,6,0,1,7,1,6,0,0,0,0,5,3,6,6,3,7,1,2,3,2,5,0,6,2,2,3,2,4,4,2,0,5,2,0,0,4,3,5,2,2,3,4,7,4,2
2804,Motorbikes,2,1,1,0,2,2,4,3,2,3,2,4,2,2,3,2,1,2,1,3,3,0,2,2,4,1,3,3,4,7,4,2,5,4,6,3,1,0,2,5,4,0,3,0,3,2,4,5,7,4,4,2,3,5,7,3,3,1,1,4,1,1,0,3,1,0,6,2,1,2,0,6,2,2,1,1,3,4,1,1
2805,Faces,3,3,3,2,3,2,4,4,3,2,5,3,6,3,5,2,2,0,6,3,4,2,5,2,4,4,2,6,4,6,4,4,5,5,4,5,2,4,6,4,6,1,3,2,4,6,0,5,2,4,6,2,4,5,3,5,3,6,3,3,5,2,6,3,5,4,3,5,4,4,5,1,6,6,5,5,2,2,4,3
2806,Motorbikes,2,1,0,1,3,2,3,4,0,4,2,5,2,1,3,2,1,1,1,3,3,2,2,1,3,3,5,5,6,4,2,4,6,4,6,3,1,3,3,5,3,2,3,1,3,3,4,5,6,6,4,3,6,4,6,4,2,2,4,3,0,1,0,2,0,0,4,0,1,2,0,4,2,4,2,1,2,3,0,2
2807,Leopards,3,2,6,7,4,3,3,4,4,5,2,4,2,5,3,3,1,1,7,0,4,2,3,5,7,2,4,5,6,6,3,1,4,5,4,5,1,2,6,2,4,4,3,6,5,2,4,7,2,6,3,1,5,6,7,4,5,4,7,3,2,4,6,6,6,0,6,4,5,6,3,5,3,5,6,4,5,5,2,5
2808,cup,2,1,3,3,2,0,3,4,1,1,1,3,4,3,3,0,0,0,0,0,6,0,1,4,1,2,3,3,3,2,3,1,2,3,2,2,2,1,5,2,6,1,1,2,2,4,3,4,5,4,4,2,5,2,4,3,1,4,2,3,3,0,0,3,3,2,4,2,4,4,1,1,5,1,3,0,0,1,0,1
2809,kangaroo,0,4,0,0,0,0,5,1,0,0,1,2,2,3,0,1,2,0,2,0,1,3,5,4,3,1,3,7,4,5,4,2,5,7,5,3,3,5,2,3,3,3,7,2,5,2,2,7,1,6,3,3,3,6,5,3,3,4,2,4,0,3,5,0,3,1,6,2,0,3,0,6,3,0,4,1,3,3,4,1
2810,helicopter,2,5,3,3,6,2,4,6,5,6,4,4,3,4,4,3,3,4,6,4,2,5,3,6,5,1,4,5,5,6,2,6,6,3,5,2,4,5,4,6,1,5,4,5,6,2,5,1,4,7,1,6,4,5,5,2,6,4,5,5,1,5,5,2,5,3,4,4,4,6,4,4,4,4,6,3,4,3,3,6
2811,butterfly,3,0,4,1,3,1,1,0,6,4,0,0,4,0,1,2,2,3,3,3,3,0,2,3,2,0,4,4,6,5,1,3,4,2,7,2,3,4,1,3,0,0,1,3,1,2,5,6,3,5,1,3,5,7,5,1,0,3,2,3,0,0,0,1,0,1,3,6,2,3,2,2,2,7,5,0,1,1,0,0
2812,brain,1,1,5,1,1,1,4,6,5,2,2,4,6,5,4,1,1,1,5,2,5,1,6,3,2,3,5,6,5,2,2,4,4,7,4,4,1,4,6,4,6,2,5,4,2,3,3,5,7,3,3,4,6,6,3,3,2,5,3,2,1,2,3,5,2,1,5,4,6,4,1,2,6,2,2,0,0,0,0,0
2813,airplanes,1,6,2,1,2,1,6,3,4,5,1,5,2,3,2,2,5,3,3,3,2,3,2,3,4,2,6,3,4,3,2,5,3,4,2,3,3,5,3,2,2,4,3,2,3,0,7,1,2,3,0,7,3,1,1,1,6,1,2,2,1,4,0,0,1,0,6,1,1,0,0,6,0,0,1,1,3,0,0,1
2814,pigeon,3,1,0,0,2,1,1,2,1,7,3,1,3,1,2,5,1,4,6,2,3,1,2,1,4,0,1,4,1,3,1,1,1,3,6,5,1,4,7,4,3,1,3,1,2,3,2,4,3,5,2,5,4,6,6,5,1,6,2,4,2,3,4,3,3,0,4,1,5,2,1,3,3,5,5,3,1,2,1,3
2815,minaret,0,0,0,0,0,1,0,3,2,1,2,1,4,2,4,4,1,4,2,5,2,1,3,5,7,4,2,3,6,7,4,0,6,4,6,1,1,4,4,7,2,2,5,3,7,2,1,5,6,6,1,3,7,3,4,1,1,5,5,7,3,1,4,4,7,1,1,5,2,6,0,1,2,0,2,0,0,0,0,0
2816,Leopards,5,2,5,5,6,2,3,5,5,7,4,3,5,5,6,5,3,4,3,7,3,2,4,6,7,3,4,3,3,7,3,2,7,4,7,5,1,3,4,7,4,2,5,3,7,2,3,4,5,7,4,2,5,4,7,5,2,2,4,7,4,4,4,3,6,1,6,3,6,6,1,5,2,6,6,3,4,2,5,6
2817,snoopy,2,0,3,1,4,1,3,2,2,4,1,0,1,2,2,0,0,0,0,0,1,3,2,2,4,2,3,1,3,4,1,1,3,1,4,0,1,1,1,3,1,1,2,5,5,3,1,2,4,6,3,0,2,2,5,0,1,1,3,3,1,1,1,1,3,0,1,1,1,3,0,0,1,1,2,1,1,1,2,3
2818,bonsai,0,0,0,1,1,3,2,4,4,6,1,1,2,5,4,0,0,0,0,0,2,2,5,2,4,3,3,6,6,5,3,3,5,6,6,1,1,1,2,2,1,2,3,2,2,2,4,6,3,5,2,5,4,5,5,1,1,3,2,3,1,4,4,3,4,2,6,3,5,5,2,6,2,3,4,1,2,2,4,5
2819,mayfly,0,0,0,4,3,1,0,1,5,2,0,0,0,1,1,0,0,0,0,0,0,0,1,1,3,3,1,2,5,3,2,0,2,3,3,0,0,0,0,0,0,4,0,2,2,1,4,0,6,5,2,3,1,5,5,0,1,0,0,0,1,2,0,2,3,0,0,0,4,0,1,2,0,6,4,0,1,0,2,0
2820,Faces,2,1,0,0,1,2,2,1,0,1,2,6,3,2,4,1,1,0,1,0,4,0,0,1,0,5,5,2,2,2,3,4,5,7,3,6,0,0,0,1,2,0,0,1,0,4,2,1,2,1,5,3,7,7,3,3,2,3,5,3,3,0,0,0,0,4,2,4,2,4,4,3,5,5,4,2,3,2,6,5
2821,butterfly,2,2,1,1,2,1,2,1,4,3,1,0,4,0,2,1,2,3,2,3,3,2,3,3,5,2,2,3,4,5,3,2,5,3,6,2,2,4,4,5,2,1,4,3,3,2,3,4,4,5,3,2,5,6,7,2,2,4,3,5,0,1,3,2,3,1,0,1,1,3,1,1,1,3,3,1,1,1,4,3
2822,electric_guitar,3,5,3,4,2,4,1,0,2,2,3,0,1,3,1,0,0,0,0,0,1,2,0,4,4,0,3,0,4,2,1,0,2,7,4,0,1,1,0,1,1,1,6,0,4,3,3,4,2,3,1,4,2,1,1,2,5,2,0,1,4,3,3,3,4,2,2,3,3,3,0,2,0,2,0,4,2,0,1,1
2823,bass,0,0,0,0,0,0,2,3,1,4,1,3,5,3,4,0,0,0,0,0,0,0,3,1,1,0,5,7,5,4,2,5,3,5,5,3,2,5,5,5,2,2,3,5,4,3,4,7,6,3,0,5,7,5,4,2,1,3,2,2,1,0,5,4,4,3,3,5,5,6,2,2,3,2,6,0,0,1,0,1
2824,mayfly,3,0,1,0,0,0,1,0,0,0,0,1,2,0,1,0,0,1,0,2,4,0,0,0,0,3,1,5,5,6,3,3,7,4,5,3,1,2,3,3,4,0,0,0,0,0,2,1,0,2,0,4,7,1,5,0,1,4,3,2,4,5,0,0,1,2,5,4,2,3,0,6,0,0,2,0,6,1,1,1
2825,car_side,5,5,4,6,3,4,3,6,6,6,2,4,6,6,5,4,6,2,4,2,3,6,6,5,3,2,5,5,5,5,3,5,6,4,4,2,6,2,6,3,1,7,4,5,2,1,7,4,4,1,0,7,3,4,1,0,7,2,1,1,0,2,0,6,2,0,3,0,1,1,0,1,0,0,1,0,0,0,1,1
2826,airplanes,2,4,0,0,0,0,4,1,0,1,0,5,0,2,1,3,5,2,3,2,3,3,4,6,6,1,6,4,6,5,0,6,4,4,4,2,6,3,3,2,2,6,1,3,2,0,7,0,2,1,1,7,1,5,2,1,6,2,2,3,1,5,0,0,1,0,6,3,0,1,1,6,1,2,1,2,4,1,3,2
2827,water_lilly,0,1,0,0,0,3,1,3,6,5,4,2,6,3,3,1,6,6,3,4,1,3,1,6,3,3,2,5,5,5,4,2,6,3,5,1,5,2,7,4,1,3,0,4,3,0,6,5,6,3,2,3,6,6,5,1,5,5,6,4,1,3,6,4,4,0,2,5,4,2,1,1,1,5,3,0,0,0,5,2
2828,sunflower,1,2,2,4,5,3,4,5,5,1,1,4,6,5,4,4,4,2,7,2,4,3,4,6,4,3,2,3,4,7,2,2,4,7,4,3,4,4,6,3,4,4,1,6,3,3,1,1,6,7,4,3,4,4,6,6,2,5,6,3,3,5,3,4,3,2,6,1,4,4,1,6,5,4,3,4,6,5,1,3
2829,buddha,0,0,0,0,0,1,2,2,4,2,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,6,2,5,5,4,5,1,3,5,2,0,0,0,0,0,1,0,2,1,2,6,5,4,5,3,4,5,6,5,3,1,1,3,2,0,2,3,2,1,2,1,6,2,3,3,1,4,5,3,4,3,1,3,2,2
2830,airplanes,1,5,3,2,2,1,7,1,1,2,0,7,1,3,2,1,6,2,5,4,2,3,2,6,3,0,7,2,2,4,0,7,2,2,1,1,7,1,2,1,1,4,3,3,3,0,7,0,1,1,0,7,1,5,3,1,7,2,2,2,3,5,2,2,1,0,7,3,5,1,0,7,3,3,2,1,7,5,4,2
2831,airplanes,2,3,3,3,4,2,6,5,4,4,1,7,3,4,2,0,7,3,2,2,3,3,3,3,2,1,7,2,0,2,0,7,2,2,1,1,5,0,0,2,1,2,2,2,2,1,7,1,3,2,0,7,0,1,1,1,5,1,2,1,1,2,0,0,0,0,6,0,1,2,0,5,1,0,1,2,2,0,0,0
2832,sea_horse,0,4,6,3,7,3,3,5,5,6,4,4,4,4,5,3,2,7,3,4,2,3,3,5,7,3,3,5,6,6,1,4,5,6,6,2,4,3,7,4,2,4,6,3,6,4,4,5,5,5,1,3,5,6,7,2,4,5,7,5,2,4,7,5,5,3,4,5,7,5,2,3,6,4,6,2,4,7,5,5
2833,Faces,7,1,5,4,2,2,4,5,2,4,3,5,2,6,4,5,2,3,7,4,5,2,6,4,3,3,3,6,3,3,5,4,1,6,2,5,1,5,4,4,4,1,6,4,5,6,2,5,5,3,5,1,6,4,3,5,3,6,2,4,2,0,5,4,7,5,2,4,6,2,5,2,7,3,3,4,1,5,6,5
2834,BACKGROUND_Google,1,4,2,4,2,4,5,4,2,5,3,5,3,2,6,3,2,3,4,3,6,1,6,4,5,6,1,6,3,5,5,2,3,6,5,5,1,6,5,5,4,2,5,6,5,4,3,5,6,5,4,2,6,4,5,5,3,6,6,5,3,4,6,4,5,4,3,6,6,5,4,3,5,4,6,3,3,5,6,6
2835,crocodile,0,0,1,0,1,2,1,2,3,3,4,1,1,4,3,3,1,5,3,5,0,1,1,1,3,1,2,3,5,4,0,2,4,4,5,3,3,5,6,4,4,2,5,5,6,2,3,6,4,7,1,4,5,4,7,2,4,6,5,5,1,4,4,4,4,1,4,2,1,2,0,1,2,3,1,3,1,5,5,3
2836,Motorbikes,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,2,1,1,2,0,4,2,3,3,2,6,5,3,5,0,0,0,0,0,2,0,5,1,2,2,5,5,6,6,4,2,3,4,7,2,1,2,5,2,0,0,0,2,1,0,4,2,0,2,0,3,1,2,1,0,0,2,0,1
2837,Motorbikes,4,3,4,5,2,0,7,1,0,2,1,7,2,3,2,0,7,4,2,2,4,4,3,6,2,0,6,1,2,3,1,5,2,5,5,1,3,3,2,3,4,2,4,3,2,2,6,6,4,4,1,5,5,6,4,3,1,2,5,5,3,4,5,4,3,1,7,6,5,1,1,5,6,3,2,1,4,5,5,2
2838,lotus,4,4,4,5,4,1,2,5,2,1,0,5,3,4,3,1,5,2,4,3,1,6,4,6,3,1,4,5,7,3,2,3,6,5,4,1,3,4,4,3,1,6,7,2,3,0,5,2,4,6,2,3,6,3,4,2,1,3,2,1,0,3,5,4,4,1,3,4,5,5,1,4,1,5,3,1,4,0,5,3
2839,BACKGROUND_Google,3,1,4,1,3,0,1,1,1,1,3,2,2,2,5,1,1,1,0,2,3,2,5,5,4,1,0,0,0,0,3,1,5,2,3,0,1,3,1,2,0,0,0,1,0,2,2,4,1,4,1,1,2,2,4,3,1,3,1,2,0,0,0,0,0,2,3,3,6,5,1,1,0,0,1,5,3,2,4,4
2840,lobster,0,0,0,0,0,1,2,4,0,3,4,5,5,1,5,0,3,1,3,4,4,1,6,3,2,4,2,5,4,6,2,4,5,5,6,3,2,6,6,6,4,1,3,4,4,4,1,4,6,6,1,4,5,5,5,2,1,1,3,4,0,0,0,0,0,2,2,2,4,4,1,4,4,6,4,1,4,3,2,2
2841,wheelchair,2,5,5,2,5,4,4,3,5,3,1,1,5,5,6,0,1,2,2,4,2,1,2,1,3,6,4,4,3,3,3,4,0,3,5,1,2,0,1,2,2,2,6,2,7,1,5,5,6,6,4,4,2,6,6,2,6,3,4,4,3,1,3,6,7,2,5,5,2,6,2,2,4,6,7,1,2,5,3,5
2842,airplanes,1,4,4,3,2,0,7,0,1,1,0,7,1,1,1,1,6,3,2,2,3,1,1,2,4,0,2,4,2,4,0,4,1,3,1,2,0,2,2,3,2,7,1,1,1,0,7,3,4,3,1,7,3,1,3,2,5,2,5,4,1,7,2,1,1,0,7,0,1,1,0,7,0,3,4,1,7,3,6,2
2843,dolphin,2,3,6,6,5,3,4,4,6,5,3,2,2,6,6,4,4,5,5,4,3,3,5,7,4,3,3,6,6,5,4,5,5,3,4,2,4,7,3,5,2,2,4,7,3,0,5,1,1,0,1,4,7,0,2,3,1,6,5,5,1,6,5,4,3,3,5,6,5,3,2,3,5,6,5,3,3,6,5,5
2844,Motorbikes,4,4,2,4,3,2,3,6,6,4,2,4,5,4,3,2,4,1,5,3,4,2,5,4,4,1,5,3,6,5,1,5,5,6,6,3,2,3,7,6,4,2,1,4,4,4,4,4,5,5,5,2,4,5,6,4,3,3,4,6,1,4,1,1,2,1,5,2,2,2,0,5,0,3,4,1,3,4,0,3
2845,Faces,0,3,0,0,1,2,5,6,6,5,1,5,1,5,3,3,4,4,2,2,1,0,1,1,1,3,3,6,3,2,4,4,3,2,2,2,5,2,3,2,2,0,0,0,1,5,2,6,6,3,3,1,2,0,0,1,1,0,0,1,0,1,2,0,2,2,3,6,5,4,3,3,1,2,2,1,5,2,2,2
2846,electric_guitar,7,0,2,3,2,0,1,1,0,1,0,2,0,0,1,3,2,0,0,0,6,3,3,3,4,1,3,2,5,7,0,0,2,1,2,3,0,0,0,0,6,1,3,5,3,2,4,4,3,6,0,4,2,3,3,3,2,1,3,3,7,1,3,6,1,0,2,0,0,1,0,2,0,0,0,3,1,0,0,0
2847,ewer,3,1,2,2,5,2,3,5,1,6,4,2,4,1,6,0,2,5,4,4,1,2,1,2,4,3,2,2,1,4,6,1,4,4,4,1,1,4,0,5,3,1,1,2,1,4,4,6,4,4,3,4,5,6,4,2,1,1,0,3,1,0,0,4,3,4,3,4,7,3,4,3,7,3,4,0,2,2,2,2
2848,umbrella,0,3,0,0,1,0,5,0,0,2,0,4,0,4,2,0,2,0,1,0,0,3,1,0,2,2,3,2,1,2,0,3,0,1,2,1,1,1,0,1,1,2,3,4,3,4,4,4,4,4,0,3,3,2,3,3,4,5,3,5,2,4,4,1,6,2,5,3,4,5,1,7,5,3,3,4,3,3,1,3
2849,crab,1,3,4,4,3,0,4,4,3,7,1,5,5,6,2,1,1,1,6,3,1,5,2,7,5,0,0,1,4,3,2,1,5,6,5,4,0,6,6,5,3,3,6,6,3,3,4,6,4,3,3,4,3,5,3,2,3,1,5,3,1,3,5,4,3,1,2,7,4,5,3,3,3,6,6,0,1,0,0,2
2850,gramophone,1,0,1,1,1,1,3,1,3,2,4,1,6,3,5,3,2,5,6,4,0,1,0,0,0,2,3,5,4,3,5,2,3,7,3,4,1,6,6,2,0,4,2,3,4,1,6,5,5,4,3,3,4,6,6,5,2,6,3,4,0,1,2,5,2,0,4,1,1,4,1,4,0,6,2,4,1,2,2,2
2851,dolphin,2,2,0,0,0,0,2,0,0,0,0,2,1,0,2,1,4,6,6,5,2,0,2,0,0,1,5,4,1,1,3,3,6,6,5,1,3,6,7,4,2,0,0,2,1,1,3,3,5,3,1,2,2,4,3,3,1,5,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,3
2852,windsor_chair,6,0,6,1,0,1,0,6,0,3,3,3,5,3,3,3,2,3,3,4,6,0,1,0,1,6,0,4,2,2,5,4,3,3,4,4,0,4,1,4,5,2,3,2,2,6,4,3,2,2,6,2,2,5,4,4,0,2,3,3,2,4,6,5,4,5,3,6,2,3,0,4,4,5,4,3,1,2,6,5
2853,stop_sign,0,0,5,0,2,0,1,1,0,1,0,1,0,0,1,0,0,0,4,3,2,0,2,1,3,2,1,0,0,0,2,0,1,1,1,4,1,0,3,2,3,1,0,3,1,3,0,0,0,0,2,0,1,1,1,4,0,2,0,1,0,0,0,6,2,0,2,0,2,1,0,2,1,0,1,0,0,5,0,3
